詞	頻次	碼（各式，短→長）
重大問題	1112	jbfiyppobfv jbfiyppobfyjv
不敗	1112	jqdvx
片斷	1112	jtjggt jtjggggt
奧丁	1112	jukij jujvkij
街區	1112	jyjcoo jyffjcooo
擁有着	1112	kifxdvei kigyfxdvejdi
品格	1112	oootxo
噴出	1112	otvuw othdvuw
踐踏	1112	otqotb otlxqotlkb
也夠	1112	plaao plaaso
客觀存在	1112	quoholxpixf quxohooylxpixf
所學校	1112	rrtfitix rrtfitivx rrtfxxfitivx
木有	1112	tjrxd
胡扯	1112	todktl
出乎	1112	uwjvt
料到	1112	vttgn vtitgn vtitgfn
斧頭	1112	vxtiov vxrtiovjv
但我知道	1112	ybijkqykovz ybijkxqykovjdz
雙魚	1112	yixsom yifyxsotm
您也	1112	yswpl ysmwpl
肥料	1111	ddlvtt ddlvtit
眼霜	1111	dekmii dekmiiti
腰腹	1111	dhjdyx dhljdybx
肺結核	1111	dmgmotiy dmgmfotigy
韌帶	1111	doqxhm dohpqxhlum
學習內容	1111	fijibuyquo fijijibuyquvyo fxxfijijibuyquvyo
老劉	1111	fjcgpn fjcgpvfn
政變	1111	flxiox flxiogmx
自己心裏	1111	jdizjlqik jdizjlqqik jdizjlqqibfjk
物業公司	1111	jhjnvrvgco jhsjnvvhrvgco
控制自己	1111	kqijinjdiz kquvijimnjdiz
回宿舍	1111	ooqubyfo ooquyjbyfo
實事	1111	qvioj qvioej quotvioej
古裝	1111	tokfk tokfijk
十有八九	1111	txdvjz
偷看	1111	yanji yadnji yadnjijdi
全心全意	1111	yejlqyeivw yejlqqyeivbw
保護區	1111	yotioxcoo yotiohyxcooo
發佈時間	1110	axyxmbappb ajqsxyxmbfappb
那要	1110	cpij cijpihlj
印花	1110	ephyc
春色	1110	eybsdl
老爺爺	1110	fjcvxpvxp fjcvxnepvxnep
截止到	1110	fyqtlgn fyifqtlgn fyifqtlgfn
幾級	1110	gqgmx gqgmjx ggjqqgmjx
充值卡	1110	iglytitf igjlytueitf
一頓飯	1110	iiuvaex iiuljvaegrx
樂山	1110	jbtw jbggtw
我想到	1110	jkqtdwgn jkxqtdwgfn
很有限	1110	jkxdpek jyekxdpek
後話	1110	jxioo jygxiojto
接地	1110	kijfpl kivljfpl
抓狂	1110	krqxje
怒火	1110	ljwvy ljxwvy
慘重	1110	mgejbf mgggejbf
電話費	1110	milioosnv miiblioosndv miibliojtosndv
四條	1110	minxt
省得	1110	mjijya mjdijya mjdijyba
中古	1110	qto
包攬	1110	szkcl szkckal
具有良好	1110	uevxdqekli uevxdqekljpi
同時期	1110	uobahed uobahevd uobfahevd
美版	1110	vekkrx
判斷力	1110	vinggtcj vijnggggtcj
曾國藩	1110	vvboqhwt vvboqhwjvt vvbooxqhwjvt
光陰	1110	wjlpag wjlpajig
光波	1110	wjlwrx
源自於	1110	wrmjdiisq wrjbmjdiisaq
獨自一人	1110	xjgjdiiy xjmsgjdiiy
但卻是	1110	ybivypby ybivyopby ybivyopbfy
範例	1109	aazyjn aabtzyjan
學習資源	1109	fijibisvwrm fijijibisydvwrjbm fxxfijijibisydvwrjbm
長春市	1109	fikeybqm
難找	1109	hfkxq hoiyfkxq
驚險	1109	hsmpay hsoxmpaooy
配飾	1109	ihzaem ihizaegym
詞句	1109	iooso iocoso
講臺	1109	ioffof iohuffougf
特務	1109	jhappj jhfappjxj
上馬	1109	jiishm
甜度	1109	jtirhx jtohirhx
搏擊	1109	kdaibj kdqaibwnj
團聚	1109	obanek obganexyk
嚇到	1109	ofvgn ofnvvgn ofnvvgfn
陪他	1109	pioyl pivoyl pivoypl
孔明	1109	plbd
皮皮	1109	rxrx
東山	1109	tbw
直接進入	1109	tuikijyizjq tueikivljyifzjq
真夠	1109	tuvaao tuevaaso
決策者	1109	wcyaaufjb wcyaatufjb
偷情	1109	yanmfd yadnmfd
便有	1109	ybxxd
金黃	1109	yfvhuv yfvhufv
短篇小說	1109	ykvaahmiol ykovaaruhmiol ykovaaruhmiovol
人情世故	1109	ymfdhltox
數碼產品	1108	bqxjomixfooo bqljxjoshmixrjfooo
刀具	1108	cjuev
都江堰	1108	fpwifcj fpwifcblj fjbpwifcblj
赤裸裸	1108	fnvqktqkt fnvqkbtqkbt
約稿	1108	gmajto gmajtioo
縱容	1108	gmyquo gmjyyquvyo
專項整治	1108	ibaijvtolwgo ibgaijdvtoxflwgo
工傷	1108	ijiyyj ijiyybsj
望京	1108	ileiom ildeiom
就找	1108	iqkxq iomxqkxq
平移	1108	ivtjta ivtjtaa
文采	1108	ixwt
升至	1108	jhgf
不算是	1108	jqaahby jqaadhby jqaadhbfy
不構成	1108	jqthfrq jqthufrq jqthufrcxq
稱謂	1108	jtfiod jtwufiootd
撥款	1108	kaxfiy kajqxfimsy
獸醫	1108	ooqcyi oootqcykni
路途	1108	otoyiz otlxoyimz
被逼	1108	qkxioz qkrxiootz
社會和諧	1108	qmfabjtoiob qmfabjtoioccb qmfavbjtoioccb
害我	1108	quojkq queojkq queojkxq
之戀	1108	qziow qziogmw
卡住	1108	tfyqe
林子	1108	ttpi
來說吧	1108	tyyiolol tyyiovolodl
海面	1108	wyijoi wyoijoni
有意識	1108	xdivwioq xdivbwioivq
雙語	1108	yixioo yifyxiodo
他一個人	1108	yliyoy ypliyotoy
發小	1107	axm ajqsxm
劃過	1107	efnoz efotnoz efotnouoz
線圈	1107	gmkovz gmjbkoviyz
敬意	1107	hsxivw hsoxivbw
充分肯定	1107	iglvptldquy igjlvptldqufy
該做	1107	ioyyx ioigyytox
說聲	1107	iolfre iolfrnxe iovolfrnxe
調價	1107	iooyhv ioufoyhdv
先祖	1107	jflqme jfjlqmue
生計	1107	jhiiot
上千萬	1107	jiijthbg jiijthbug
上寫	1107	jiiqum jiiquffm
排的	1107	keeja keejba
捷達	1107	keyfvz ketyfvfz
插曲	1107	kjeuh kjtfeuh
女孩兒	1107	ljpiyfel ljpigyfejl
風機	1107	njgtgq njogtggjq
吐司	1107	ofco
跑得	1107	otzjya otlszjya otlszjyba
只講	1107	oviof oviohuf
承受能力	1107	pekwuxgccj pejkwuxgccj pejkwuxgdcccj
穴位	1107	quvyiv
中介機構	1107	qyntgqthf qyntggjqthuf
廣告位	1107	rhvjfoyiv rhufvjfoyiv
處女座	1107	rxnljryf rxnljryyf
內鬥	1107	uyjej uyjeej
精細的	1107	vtdgmtja vtfdgmotja vtfdgmotjba
漢宣帝	1107	whyquiivm whoiyqubiivum
無量	1107	ymmbbf
改建	1107	zxehz
簡明	1106	aabbd aappbbd
名利	1106	aojtn
領養	1106	apvvek apjdvvevqk
監管機構	1106	ckiaabtgqthf ckamiaaqubtggjqthuf
眨眼	1106	djzdek djqzdek
貼切	1106	dvofp dvtofp
都希望	1106	fpxxmile fpxxmilde fjbpxxmilde
起兵	1106	fzjkv ftyzjkv
增產	1106	fvbixf fvvbixrjf
熱氣	1106	fvmaqt fvfamaqvt
網站建設	1106	gmlivoehziox gmuvlivtoehzionx
落幕	1106	hwohbm hwxohbkm
要等	1106	ijaaa ijaafa ihljaafa
求租	1106	ikqjte ikqjtue
諾貝爾	1106	ioodvvmx iohjodvvmxxx
訓練計劃	1106	iongmviotefn iojngmtviotefotn
說在	1106	iolxf iovolxf
這個老師	1106	izyofjcjbm iozyotofjcjbm
新聞中心	1106	ivtppeqjlq ivtrtppneqjlqq
生子	1106	jhipi
不算什麼	1106	jqaahytrg jqaadhytrg jqaadhytrttg
不屑於	1106	jqrwdisq jqrwdisaq
香港人	1106	jtbwhzy jtbwhvzy
後仰	1106	jxycp jygxycp
搞了個	1106	kiopyo kiouopyo kiouopyoto
拉美	1106	kivvek
娘子	1106	ljkpi ljqekpi
她有	1106	llxd ljplxd
電風扇	1106	milnjgrci miiblnjogrcici
補水	1106	qkqk qkdqk
所講	1106	rrtiof rrtiohuf
李老師	1106	tpifjcjbm
十歲	1106	ttlq ttlrmq
內科	1106	uyjtt uyjtit
狂犬病	1106	xjekqruy
價格戰	1106	yhvtxoooq yhdvtxooobtq
鄧麗君	1105	ajpiacejo ajqopiaarcejo
弄死	1105	ehjac
斑點	1105	eievo eixevo eixevfmto
坍塌	1105	fuifbi fuifbcii
級以上	1105	gmxlqyjii gmjxlqyjii
未登錄	1105	hjrajvyfk hjrajqovyfvgk
麗麗	1105	iaciac iaarciaarc
更有甚者	1105	ibxxdhelfjb ibxxdhevlfjb
三日	1105	iiib
謀劃	1105	iotefn iohitefotn
心累	1105	jlqotm jlqqotgm
射精	1105	jnavtd jnejavtfd
研究會	1105	johquzab johquvjzab johquvjzavb
不是個	1105	jqbyyo jqbfyyoto
投奔	1105	knxkth
揮霍	1105	kutmif kubtmiiyf
買好	1105	mdvli mdvljpi
國家政策	1105	oqqkflxaau oqqkflxaatu ooxqqujkflxaatu
主機遊戲	1105	qetgqiszroq qetggjqisypzrovxq
它本身	1105	quctjijnj quctjrijnej
殿堂	1105	rhxwuf rhvnxwuof
麻辣燙	1105	rttivowby rttivxtowbsjy
驅蚊	1105	shoogx shmcoogix
東坡	1105	tbfrx
測試開發	1105	wdnioqpphax wdvnioiqpphax wdvnioiqpphajqsx
滑坡	1105	wodfrx woudfrx
亂了	1105	wplp wpuglp
海棠	1105	wyiwut wyoiwuot
有了這個	1105	xdpizyo xdpiozyoto
在我心中	1105	xfjkqjlqq xfjkqjlqqq xfjkxqjlqqq
兇猛	1105	xulxjm xujlxjpm
鎮政府	1105	yfvflxrya yfvcvflxrya
供養	1105	yhvvek yhvvevqk
人不多	1105	yjqaa
籠子	1104	aaepi aaivepi
那種感覺	1104	cpjtfrwfxl cpjtjbfrwfxl cijpjtjbfroxqwfxxfl
月度	1104	drhx
去見	1104	fgdjl
學琴	1104	fieej fieeaj fxxfieeaj
總體規劃	1104	gmwouviylefn gmjowouduviydjlefotn
草草	1104	hbthbt
亞運會	1104	ihiubzab ihiubtzab ihiubtzavb
試下	1104	ioqf ioiqf
調查結果	1104	iootbigmobt ioufotbigmfobt
再放	1104	iufisx
再往後	1104	iufjyejx iufjyqejx iufjyqejygx
大嘴	1104	iyoth iyotlch
大堂	1104	iywuf iywuof
上船	1104	jiijuo jiijuino
我給他	1104	jkqgmoyl jkqgmaoyl jkxqgmaoypl
耐看	1104	jmaji jmajijdi
順利的	1104	jnvjtnja jnjdvjtnja jnjdvjtnjba
碗裏	1104	jozik joquzik joquzibfjk
不會在	1104	jqabxf jqavbxf
不負	1104	jqsdv
翻炒	1104	jvivyj jvtoivymj
後纔能	1104	jxgmqgc jxgmsoqgc jygxgmsoqgdcc
九天	1104	jzixr
怎麼去	1104	kiwrgfg kiwrttgfg
播放列表	1104	kjtisxjanfjk kjvttisxjanfjk
擦肩而過	1104	kqmrdjmoz kqudmrdjmoz kqudmrdjmouoz
換下	1104	kskf ksuvkf
抽筋	1104	kufaaj kufaadcj
哪邊	1104	opjdz opjdquz ocijpjdquz
家庭成員	1104	qkrjzrqodv qkrjfzrqodv qujkrjfzrcxqodv
宗室	1104	qumquf quimqugf
安保	1104	qujyot quljyot
宋江	1104	qutwi
成色	1104	rqsdl rcxqsdl
磨難	1104	rtohf rttjohf rttjohoiyf
解毒	1104	suhfoi suhphfoi
直言	1104	tuiio tueiio
來接	1104	tyykij tyykivlj
農民增收	1104	uhkclxfvbnx uhrikclxfvvbnx
深入淺出	1104	wutjqwxquw wuvtjqwxqxquw
有感	1104	xdrw xdroxqw
在新的	1104	xfivtja xfivtrtja xfivtrtjba
全責	1104	yefdv
金魚	1104	yfvsom yfvsotm
集錦	1104	yityfm yiftyfvjm
進來了	1104	yiztyyp yifztyyp
人死亡	1104	yjacil
簽合同	1103	aayaouo aaaoyaouo
暴君	1103	bhkejo bhvkejo
下半身	1103	fvhjnj fvhjnej
繃帶	1103	gmdxhm gmwddxhlum
紀念品	1103	gmzajwooo
觀摩	1103	holrtj hooylrttjj
蘇醒	1103	hstihf hsottihibf
三環	1103	iiiemk iiiemiok
誰又	1103	iofx ioyifx
讚譽	1103	iovfso iojfvfsfvo
就給你	1103	iqgmoym iqgmaoym iomxqgmaoysm
逼我	1103	iozjkq iootzjkq iootzjkxq
商討	1103	ivoioa ivuvoioa
大都市	1103	iyfpqm iyfjbpqm
我這輩子	1103	jkqizjetpi jkqizjeebtpi jkxqiozjeebtpi
我的愛	1103	jkqjawux jkqjawuwx jkxqjbawuwx
硬的	1103	joxja jobxja jobxjba
硫酸	1103	jolihx joiglihigx
將就	1103	kaiq kdaiomxq
慌亂	1103	mhlwpl mhillwpugl
團建	1103	obaehz obgaehz
迴首	1103	oozvji oozvjdi
完美地	1103	qulvekfpl quijlvekfpl
冠心病	1103	uiajlqruy uijlajlqqruy
黑眼圈	1103	vfmdekovz vfmdekoviyz
滑落	1103	wodhwo woudhwxo
在它	1103	xfquc
但這次	1103	ybiizisy ybiiozisy
伊人	1103	yejy
價格高	1103	yhvtxoioo yhdvtxoiouo
雙臂	1103	yixrod yifyxroivd
改觀	1103	zxhol zxhooyl
節課	1102	aapiot aaegpiobt
領着	1102	apvvei apjdvvejdi
日落	1102	bhwo bhwxo
現在開始	1102	edlxfpphljo edjlxfpphljgo
萌芽	1102	hbdhfj
其他同學	1102	hevyluofi hevypluofxxfi
難嗎	1102	hfom hoiyfoshm
救出	1102	ikxuw ikqxuw
記不清	1102	iozjqwfd
敵對	1102	ivxna ivutxna ivutxnvvea
大紅	1102	iygmi
自言自語	1102	jdiiojdiioo jdiiojdiiodo
豐胸	1102	jevdsu jeeuvdsxu
造了	1102	jfzp jfozp
我會把	1102	jkqabkdl jkxqavbkdl
把別人	1102	kdlosny
怎麼買	1102	kiwrgmdv kiwrttgmdv
慷慨	1102	mrkmel mrekmegxl
回路	1102	oooto oootlxo
口吻	1102	oosj
噴射	1102	otvjna othdvjneja
所愛	1102	rrtwux rrtwuwx
忽忽	1102	sjwsjw
橫幅	1102	thvmot thufvmoot
枯竭	1102	ttoivl ttoivbsl
乳液	1102	wpwir wpwiyar
湖大	1102	wtdiy wtodiy
在企業	1102	xfytlnvr xfytlnvvhr
佳佳	1102	yffyff
集成電路	1102	yitrqmiloto yiftrqmiiblotlxo yiftrcxqmiiblotlxo
他的歌	1102	yljaioy yljaioojy ypljbaioojy
做大做強	1102	yxiyyxsgg yxiyyxsgog ytoxiyytoxsgog
簽名檔	1101	aayaotwt aaaoyaotwuot
老者	1101	fjcfjb
賣萌	1101	fmvhbd fmdvhbd
報答	1101	fvxaao fvfpxaaao
能與	1101	gcfsv gcfsfv gdccfsfv
勘探	1101	hejkut hevljkuvt
彎道	1101	iisvz iiogsvz iiogsvjdz
這起	1101	izfz iozftyz
商業地產	1101	ivonvrfplixf ivuvonvvhrfplixrjf
新增了	1101	ivtfvbp ivtrtfvvbp
不語	1101	jqioo jqiodo
將此	1101	katlc kdatlc
摳圖	1101	kcoooo kcoooooioo
飛機票	1101	knktgqihm knktggjqihem
投資環境	1101	knxisvemkfil knxisydvemiokfivbl
好話	1101	liioo ljpiiojto
慢點	1101	mbxvo mbmxvo mbmxvfmto
還貸	1101	mzyxv mzyxqdv miojzyxqdv
性子	1101	mjfpi
噢噢	1101	ojkojk ojuvkojuvk
穿衣服	1101	qujijkdpx quvfjijkdpx
勾搭	1101	sgkho sgkhao
李嘉誠	1101	tpifooioq tpifovcoiorcq
江陰	1101	wipag wipajig
當紅	1101	wutgmi wuootgmi
但沒	1101	ybiwx ybiwsx
何潔	1101	yojwem yojwepgm
缺貨	1101	ywyycv ywcyycdv
外省	1100	aqmji aqmjdi
堅強的	1100	ckfsggja ckxfsgogja ckxfsgogjba
睜眼	1100	dwjdek dwejdek
瑟瑟發抖	1100	eejeejaxkit eewjeewjaxkit eewjeewjajqsxkit
教育培訓	1100	fjxigdfioion fjpxigdfivoiojn
組織者	1100	gmegmqfjb gmuegmivqfjb
紅十字會	1100	gmitquiab gmitqupiab gmitqupiavb
歡迎訪問	1100	hoycpziosppo hooyycpzioisppo
求救	1100	ikqikx ikqikqx
方纔	1100	isgmq isgmsoq
一頂	1100	itjv itjdv
大衆點評	1100	iyjmkvoiot iyjmyjkvoiovt iyjmyjkvfmtoiovt
重用	1100	jbfuh
自立	1100	jdiiv
掠過	1100	kimoz kiomoz kiomouoz
抗震	1100	kinmik kinmiirk
拍拖	1100	kjbkyl kjbkypl
撐着	1100	kwjvei kwuojvejdi
電郵	1100	miljtp miibljthip
中天	1100	qixr
宣傳片	1100	quiybajtj qubiybgajtj
寶雞	1100	quvwgf queyvwgkyf
腐朽	1100	ryyts ryauyts
株洲	1100	tjtwnn tjtwnnn
欄杆	1100	tpvtf tpptvtf
真諦	1100	tuviom tuevioivm
點個	1100	voyo vfmtoyoto
頒獎典禮	1100	vpvkdquhvqmv vpjdvkdakquhvqmuhv
滿天	1100	whyixr whmyyixr
銀行貸款	1100	yfkjjyxvfiy yfvekjjyxqdvfimsy yfvekjyijyxqdvfimsy
代表大會	1100	yxqfjkiyab yxqfjkiyavb
是該	1099	byioy bfyioigy
腳上	1099	dvpjii dvyopjii
印發	1099	epax epajqsx
賣貨	1099	fmvycv fmdvycdv
嘉定	1099	fooquy fovcoqufy
嘉年華	1099	fooycjhhh fovcoycjhhh
幻燈片	1099	gcvyvjtj gcvyajvjtj
組織開展	1099	gmegmqpphrhk gmuegmivqpphrhk
贏家	1099	ilaqk ilodaqk ilodaqujk
示威	1099	imrrq imrrjxq
讀書筆記	1099	iovefbaahioz iofmvefbaaehioz
可以買	1099	iojlqymdv
就會在	1099	iqabxf iomxqavbxf
一國	1099	ioq iooxq
高傲	1099	iooyfx iouoyfsx
這算	1099	izaah izaadh iozaadh
文具	1099	ixuev
大魚	1099	iysom iysotm
扭頭	1099	khiiov khiiovjv
水水	1099	kk
小東西	1099	mtbihi
幀數	1099	mtvbqx mtdvbqljx
風生水起	1099	njgjhikfz njogjhikfz njogjhikftyz
收支	1099	nxtx
嗜好	1099	otbli otxcbli otxcbljpi
田徑	1099	otjyi otjylli
反推	1099	rxkyf rxkyif
馬賽克	1099	shmquvtol shmquhvvtojl
木木	1099	tjrtjr
極小	1099	tsim tsoxim
帶球	1099	xhmekq xhlumekq
狂奔	1099	xjekth
伊麗莎白	1099	yejiachwjjb yejiaarchwmjjb
無線網卡	1099	ymmgmkgmltf ymmgmjbkgmuvltf
無任何	1099	ymmyjfyoj
無人問津	1099	ymmyppoweh
簽發	1098	aayax aaaoyax aaaoyajqsx
簡報	1098	aabfvx aappbfvfpx
與您	1098	fsvysw fsfvysmw
能耐	1098	gcjma gdccjma
絕招	1098	gmlkpo gmpdlkpo
更輕鬆	1098	ibxibifig ibxibtlifigeg
請進	1098	iodyiz iofdyifz
再想	1098	iuftdw
商界	1098	ivootn ivuvootvn
小女生	1098	mljjhi
唱得	1098	obbjya obbjyba
也不見得	1098	pljqdjljya pljqdjljyba
開一家	1098	pphiqk pphiqujk
主要功能	1098	qeijicjgc qeihljicjgdcc
東區	1098	tbcoo tbcooo
查殺	1098	tbixtx tbixtnx
週轉	1098	ufziba ufozibtba
辭去	1098	wpffg wpugffg
減重	1098	wrqjbf wroxqjbf
尚無	1098	wuoymm
山洞	1098	wwuo
存儲器	1098	xpiyibooo xpiyiofbookqo
個體戶	1098	yoouvqr yoouduvqr yotoouduvqr
人機	1098	ytgq ytggjq
管理人	1097	aabebfy aaqubebfy
節省時間	1097	aapmjibappb aaegpmjdibappb aaegpmjdibfappb
星期日	1097	bjfhedb bjfhevdb
最值得	1097	bnxytijya bnexytueijya bnexytueijyba
現在大家	1097	edlxfiyqk edjlxfiyqk edjlxfiyqujk
琴行	1097	eejjj eeajjj eeajjyij
均在	1097	fsixf
趕走	1097	ftffty ftybffty
熱播	1097	fvmkjt fvfamkjvtt
報文	1097	fvxix fvfpxix
幾乎不	1097	gqjvtjq ggjqqjvtjq
紅火	1097	gmivy
元老	1097	ijlfjc
丁俊暉	1097	ijygxbut ijygvxbubt
文件中	1097	ixyjhq
准考證	1097	iyffjsiov iyiffjsioajv
大魔王	1097	iyrtge iyrttjge
不均勻	1097	jqfsisi
飛度	1097	knkrhx
小塊	1097	mfjg mfjotg
對她說	1097	nalliol nvvealjpliovol
母乳	1097	oiwp
男聲	1097	otjfre otcjfrnxe
只顧	1097	ovryv ovryifv
主要領導	1097	qeijapvvja qeijapjdvvjdza qeihljapjdvvjdza
寫博客	1097	qumtdaquo quffmtdqaquxo
肇事	1097	rxhioj rxehioej
東城	1097	tbfrq tbfrcxq
真實感	1097	tuvqvrw tuevqvrw tuevquotvroxqw
前傳	1097	vdnyba vdnybga
並由	1097	vnvuf
光標	1097	wjlthm wjlthem
波瀾	1097	wrxwpv wrxwpptv
沒有理由	1097	wxxdebfuf wsxxdebfuf
有意者	1097	xdivwfjb xdivbwfjb
有吸引力	1097	xdojxsjcj
人道	1097	yvz yvjdz
財務部	1096	dvjppjivp dvtjppjxjivop
青銅器	1096	fdyfoooo fdyfvuoookqo
教育活動	1096	fjxigdwjojbj fjpxigdwjtojbfcj
終於找到	1096	gmiisqkxqgn gmxiisaqkxqgn gmxiisaqkxqgfn
蕭山	1096	hehw hejhw
蘇州市	1096	hstnnnqm hsottnnnqm
更年期	1096	ibxycjhed ibxycjhevd
頭來	1096	iovtyy iovjvtyy
這個事兒	1096	izyoiojfel izyoioejfejl iozyotoioejfejl
產婦	1096	ixfljm ixrjfljeum
吝嗇	1096	ixoyyo ixoyyfoo
生殖	1096	jhijai jhijatui
手術室	1096	jijjyjquf jijjytqjqugf
我正	1096	jkqfl jkxqfl
不能把	1096	jqgckdl jqgdcckdl
凸起	1096	jsifz jsiftyz
和相關	1096	jtotdipph jtotdippggh
得住	1096	jyayqe jybayqe
招投標	1096	kpoknxthm kpoknxthem
罵的	1096	msmja mshmja mshmjba
國家規定	1096	oqqkiylquy oqqkiydjlqufy ooxqqujkiydjlqufy
它了	1096	qucp
林肯	1096	tttld
肉麻	1096	uyyrtt
岩漿	1096	wjokdk wjokdak
山村	1096	wta
舒淇	1096	yfpwhv yfoppwhev
進行全面	1096	yizjjyejoi yifzjjyejoni yifzjyijyejoni
短路	1096	ykvoto ykovotlxo
外科醫生	1095	aqjttcyijhi aqjtitcyknijhi
申辦	1095	bjivf bjivxcf
增值服務	1095	fvbytidpxppj fvvbytueidpxppjxj
給我發	1095	gmojkqax gmaojkqax gmaojkxqajqsx
經營權	1095	gmivyothf gmllivyvyothoof
英才	1095	huktj
專業技術	1095	ibanvrktxjyj ibganvvhrktxjytqj
酸味	1095	ihxohq ihigxohjq
要回	1095	ijoo ihljoo
要帶	1095	ijxhm ijxhlum ihljxhlum
工作流	1095	ijiykiwil ijiykiwignl
高德	1095	ioojyw iouojytmw
記起	1095	iozfz iozftyz
天邊	1095	ixrjdz ixrjdquz
大發	1095	iyax iyajqsx
大家庭	1095	iyqkrjz iyqkrjfz iyqujkrjfz
衝破	1095	jyjjox jyjbjjorx
九成	1095	jzrq jzrcxq
指頭	1095	kcbiov kcbiovjv
水池	1095	kwpl
跟着他	1095	otkveiyl otlekvejdiyl otlekvejdiypl
孤寂	1095	prqqux prgqqutjx
社會經濟	1095	qmfabgmiwid qmfabgmlliwiypd qmfavbgmlliwiypd
空曠	1095	quibrv quvibrhuv
客機	1095	quotgq quxotggjq
凱特	1095	wonjha wovnjhfa
注意的是	1095	wqeivwjaby wqeivbwjaby wqeivbwjbabfy
在現有	1095	xfedlxd xfedjlxd
缺水	1095	ywyk ywcyk
第一大	1094	aajiiy aasjiiy
多層次	1094	aarvbisy aarvvbisy
合作協議	1094	aoykitcjioq aoykitcjcjioveq
創設	1094	arniox aronionx
時應	1094	baryw bfaryyiw
是使用	1094	byyoxuh bfyyoxuh
堅挺	1094	ckfkjz ckxfkjfz
迎戰	1094	cpzooq cpzoobtq
理查德	1094	ebftbijyw ebftbijytmw
毒瘤	1094	foirgt foirgpot
到底如何	1094	gnrcqljoyoj gnrcxqljoyoj gfnrcxqljoyoj
編導	1094	gmhvja gmruhvjdza
甚至都	1094	helgffp hevlgffp hevlgffjbp
畜禽	1094	igtyig igotyixug
恐嚇	1094	inwofv inqwofnvv
記憶裏	1094	iozmiwik iozmivbwik iozmivbwibfjk
放肆	1094	isxfih isxfigeh
辛酸	1094	ivfihx ivfihigx
大包	1094	iysz
殘局	1094	jaqrco jaxqqrco
動工	1094	jbjiji jbfcjiji
憂愁	1094	jdxjtw jduwxjtvyw
幽暗	1094	jgubib jggubivb
習得	1094	jibjya jijibjya jijibjyba
手機短信	1094	jijtgqykvyio jijtggjqykovyio
破舊	1094	joxhye jorxhyife
不想要	1094	jqtdwij jqtdwihlj
翻拍	1094	jvikjb jvtoikjb
咱就	1094	ojiiq ojdiiq ojdiiomxq
跳下	1094	otkf otljkf
過濾器	1094	ozwrwooo ozwrotwookqo ouozwrotwookqo
補血	1094	qkqjmi qkdqjmi
初見	1094	qkpdjl
中單	1094	qoot qoobt
定格	1094	quytxo qufytxo
案情	1094	qutmfd quljtmfd
宮中	1094	quoq quooq
疲軟	1094	rrxiby rrxibtsy
返現	1094	rxzedl rxzedjl
樹下	1094	tfaf tfovaf
爆米花	1094	vykvtrhyc vybhkvtjrhyc
滯留	1094	wxmgpt wxhlmgpot
有獎	1094	xdkdq xdkdakq
低沉	1094	ycqwun ycxqwun
鐵礦	1094	yfqjov yfvfqjorhv
知覺	1094	ykofxl ykofxxfl
餵養	1093	aekvek aegokvevqk
名企	1093	aoytl
是真正	1093	bytuvfl bytuevfl bfytuevfl
則表示	1093	dvnfjkim
參看	1093	ggeji gggyeji gggyejijdi
勁舞團	1093	iljymhoba illljymahobga
事態	1093	iojgdw ioejgdccw
方文山	1093	isixw
文盲	1093	ixiri ixirdi
天龍八部	1093	ixrivevivp ixrivdsevivop
非常差	1093	jeewumvei jeewuomveji
很多個	1093	jkaayo jyekaayoto
水量	1093	kbbf
小龍女	1093	mivelj mivdselj
兩座	1093	myyryf myyryyf
跑贏	1093	otzila otlsziloda
只買	1093	ovmdv
十佳	1093	tyff
用眼	1093	uhdek
美腿	1093	vekdez vekdekz
並被	1093	vnvqkx vnvqkrx
有差別	1093	xdveiosn xdvejiosn
有人要	1093	xdyij xdyihlj
冬日	1093	xib
但因	1093	ybiok
何方	1093	yojis
多方面的	1092	aaisjoija aaisjonija aaisjonijba
最弱	1092	bnxsii bnexsisi
賀卡	1092	cjvtf cjodvtf
歐美國家	1092	coyvekoqqk coooyvekoqqk coooyvekooxqqujk
耗電	1092	emlmil emjilmiibl
北外	1092	fcaq
款車型	1092	fiyibtihf fimsyibtihnf
正題	1092	flbfv flbfyjv
鼓樓	1092	foxtbj fovtxtbqlj
編程能力	1092	gmhjtegccj gmruhjtoegccj gmruhjtoegdcccj
驚動	1092	hsmjbj hsoxmjbfcj
黃曉明	1092	huvbflbd hufvbffflbd
配套設施	1092	ihzkfgioxisl ihizkfigionxisypl
歌星	1092	ioybjf ioojybjf
一欄	1092	itpv itpptv
新世紀	1092	ivthlgmz ivtrthlgmz
我也不想	1092	jkqpljqtdw jkxqpljqtdw
我們還要	1092	jkqyppmzij jkxqyppmiojzihlj
衛浴	1092	jyjwvo jydojwvyo
扶着	1092	kiyvei kiyvejdi
飛來	1092	knktyy
對外貿易	1092	naaqgpvbsj naaqgpdvbsj nvveaaqgpdvbsj
咬牙	1092	oixfj oivxfj
叫道	1092	onvz onvjdz
圓圈	1092	oovovz oodvoviyz
別提	1092	osnkby osnkbfy
褐色	1092	qklsdl qkbslsdl
宣判	1092	quivin qubivijn
鮮紅	1092	sofgmi sotmfgmi
解壓縮	1092	suhrbfgmb suhphrbdkfgmqub
南方人	1092	tufisy tuvfisy
前程	1092	vdnjte vdnjtoe
常熟	1092	wumiom wuomiopam
在新	1092	xfivt xfivtrt
鏈路	1092	yfzoto yfvbzotlxo
多款	1091	aafiy aafimsy
